date,day,datetime,title,stage,location,event_type,track,speakers,description,description_zh,url
2026-11-18,"Wed, 18 Nov","Wed, 18 Nov | 9:15 AM - 9:30 AM",Welcome to Singapore FinTech Festival 2026,Festival Stage,"Hall 1, Singapore Expo",Premium,Others,,Watch this space for more information.,更多資訊敬請期待。,https://www.fintechfestival.sg/agenda?session=AGND441-welcome-to-singapore-fintech-festival-2026
2026-11-18,"Wed, 18 Nov","Wed, 18 Nov | 3:15 PM - 3:30 PM","Quantum Future: The Multiplying, but Constrained, Value of Quantum",FutureMatters Stage,"Hall 5, Singapore Expo",Premium,Technological Rewiring,,"The first empirical proofs of quantum value have arrived in live trading, and hybrid quantum-classical systems are now being piloted for portfolio optimisation, risk simulation and derivatives pricing. This short opening frames where that value is emerging and what still holds it back, ahead of the deeper conversation that follows. Attendees leave with a realistic sense of where to invest attention now versus later. Quantum's upside keeps multiplying in theory, while limited fault-tolerant compute, high error rates and a thin talent pipeline still constrain what it can deliver in practice.",量子價值的首批實證成果已在實盤交易中出現，混合量子—古典系統正被試用於投組最佳化、風險模擬與衍生品定價。這場簡短的開場梳理價值正在哪裡浮現、又有什麼仍在拖住它，為後續更深入的對談鋪路。與會者將務實判斷此刻該把注意力投向何處、哪些又可以稍後再說。量子的潛在效益在理論上不斷倍增，但有限的容錯運算能力、偏高的錯誤率與稀薄的人才管道，仍限制著它在實務上能交付的東西。,https://www.fintechfestival.sg/agenda?session=AGND411-quantum-future-the-multiplying-but-constrained-value-of-quantum
2026-11-18,"Wed, 18 Nov","Wed, 18 Nov | 3:30 PM - 4:00 PM","Quantum Future: Which Financial Calculations Will Quantum Improve First, and by How Much?",FutureMatters Stage,"Hall 5, Singapore Expo",Premium,Technological Rewiring,,"Quantum computing's near-term reality in finance is hybrid and experimental, not the sweeping supremacy the term often implies, and the gains so far sit in controlled pilots rather than production systems. This session looks at where quantum is already improving specific calculations, from bond trade-fill prediction to risk analysis, and what a credible roadmap looks like from here. The audience leaves with a sharper sense of which use cases are worth resourcing now rather than waiting on. One of the key questions the panel will look to dive deeper into: which financial calculations will quantum improve first, and by how much?",量子運算在金融領域的近期現實是混合式且帶有實驗性質的，並非這個詞常給人的「全面超越」印象；目前的成果多半來自受控試點，而非量產系統。本場次探討量子已經在哪些特定運算上帶來改善——從債券成交預測到風險分析——以及從現在起可信的發展路線圖長什麼樣子。聽眾將更清楚哪些應用值得現在就投入資源，而不是繼續觀望。講者將深入探討的關鍵問題之一：量子會先改善哪些金融運算，改善幅度又有多大？,https://www.fintechfestival.sg/agenda?session=AGND412-quantum-future-which-financial-calculations-will-quantum-improve-first-and-by-how-much
2026-11-18,"Wed, 18 Nov","Wed, 18 Nov | 3:30 PM - 4:00 PM","Harvest Now, Decrypt Later: Is the Financial Industry Underestimating the Urgency of Post-Quantum Migration?",Impact Stage,"Hall 3, Singapore Expo",Open,Policy Rewiring,,"Cryptographic migration timelines in finance are typically measured in years, but the harvest-now threat means the clock actually started the moment encrypted records were first copied for later decryption. This session pressure-tests whether the industry's current pace of post-quantum migration matches the urgency of that threat, covering cryptographic inventory, prioritisation and the standards now available to migrate against. The audience leaves with a realistic sense of how far behind, or ahead, their own institution actually is. One of the key questions the panel will look to dive deeper into: is the financial industry underestimating the urgency of post-quantum migration, given that today's encrypted records may already be exposed?",金融業的密碼遷移時程通常以「年」為單位，但「先擷取、後解密」的威脅意味著：計時其實在加密紀錄第一次被複製走的那一刻就開始了。本場次檢驗業界目前的後量子遷移步調，是否配得上這個威脅的急迫性，涵蓋密碼資產盤點、優先順序，以及現有可依循的遷移標準。聽眾將務實了解自家機構究竟落後多少、或領先多少。講者將深入探討的關鍵問題之一：考量到今天的加密紀錄可能早已外洩，金融業是不是低估了後量子遷移的急迫性？,https://www.fintechfestival.sg/agenda?session=AGND385-harvest-now-decrypt-later-is-the-financial-industry-underestimating-the-urgency-of-post-quantum-migration
2026-11-18,"Wed, 18 Nov","Wed, 18 Nov | 4:00 PM - 4:30 PM",Who Builds the Bridge Between National Payment Schemes; and Who Owns the Toll?,,,,Policy Rewiring,,,,https://www.fintechfestival.sg/agenda?session=AGND386-who-builds-the-bridge-between-national-payment-schemes%3B-and-who-owns-the-toll
2026-11-18,"Wed, 18 Nov","Wed, 18 Nov | 4:00 PM - 4:30 PM",Who Owns the Moment an Agent Decides to Pay? The New Contest for Checkout,FutureMatters Stage,"Hall 5, Singapore Expo",Premium,Technological Rewiring,,"A new kind of buyer has arrived in commerce: the AI agent, deciding where money goes before a human ever reaches checkout. This session unpacks the infrastructure already live for agent-initiated payments and where consumer trust still lags behind it. Attendees leave clearer on where the moment of intent is heading for their own merchant relationships. One of the key questions the panel will look to dive deeper into: if an AI agent decides where to shop and how to pay, does the moment of intent move from the merchant's checkout page to the platform, and what does that do to merchant economics?",商務場景裡出現了一種新的買家：AI 代理程式——在真人抵達結帳頁之前，就先決定錢要花到哪裡。本場次拆解目前已經上線的代理發動支付基礎建設，以及消費者信任還落後在哪裡。與會者將更清楚「意圖發生的那一刻」對自家的商家關係意味著什麼走向。講者將深入探討的關鍵問題之一：如果由 AI 代理程式決定去哪買、怎麼付，意圖成形的那一刻是否就從商家的結帳頁轉移到平台？這對商家的經濟模型又意味著什麼？,https://www.fintechfestival.sg/agenda?session=AGND413-who-owns-the-moment-an-agent-decides-to-pay-the-new-contest-for-checkout
2026-11-19,"Thu, 19 Nov","Thu, 19 Nov | 9:15 AM - 9:30 AM",Welcome to Singapore FinTech Festival 2026 - Day 2,Festival Stage,"Hall 1, Singapore Expo",Premium,Others,,Watch this space for more information.,更多資訊敬請期待。,https://www.fintechfestival.sg/agenda?session=AGND442-welcome-to-singapore-fintech-festival-2026-day-2
2026-11-19,"Thu, 19 Nov","Thu, 19 Nov | 9:30 AM - 9:50 AM",Banking 4.0,Festival Stage,"Hall 1, Singapore Expo",Premium,Technological Rewiring,,"The Agentic Bank opens Day 2 by zooming out, geopolitics, energy retooling, dark factories, autonomous transport, before zooming in on the reckoning inside finance. Autonomous banking cannot run on 1960s core systems, fiat rails, or batch payments, it demands infrastructure built for agents that act, not advise. This keynote strips away the interface to unpack what's underneath, architecture, governance, and risk controls. The key question it looks to answer: what actually separates genuine transformation from a rebranded chatbot?",《代理式銀行》以拉遠鏡頭為第二天揭幕——地緣政治、能源結構重整、無人工廠、自動駕駛運輸——再拉近檢視金融業內部的總清算。自主式銀行不可能跑在 1960 年代的核心系統、法幣軌道或批次支付上；它需要的是為「會行動、而不只是給建議」的代理程式所打造的基礎建設。這場主題演講剝開介面，拆解底下的東西：架構、治理與風險控制。它想回答的關鍵問題是：真正的轉型與換了包裝的聊天機器人，差別究竟在哪裡？,https://www.fintechfestival.sg/agenda?session=AGND332-banking-4-0
2026-11-19,"Thu, 19 Nov","Thu, 19 Nov | 9:50 AM - 10:30 AM",Policy Implications of Technology Rewiring,Festival Stage,"Hall 1, Singapore Expo",Premium,Technological Rewiring,,"Regulators are being asked to anticipate emerging technologies before they become systemic, even as innovation in AI, digital assets and tokenisation continues to outpace the frameworks meant to govern it. This session examines where policy is genuinely ahead of the risk and where it is still reacting to technology already in production. It gives the audience a clearer read of which regulatory shifts are coming and how to prepare for them. One of the key questions the panel will look to dive deeper into: Is policy keeping pace with the technology it is meant to govern, or still catching up?",監理機關被要求在新興技術演變成系統性風險之前就預先因應，但 AI、數位資產與代幣化的創新速度，仍持續超前那些用來規範它們的框架。本場次檢視政策在哪些地方確實走在風險之前，又在哪些地方仍在追趕早已上線的技術。內容將讓聽眾更清楚哪些監理變動即將到來、又該如何準備。講者將深入探討的關鍵問題之一：政策跟得上它該規範的技術嗎，還是仍在追趕？,https://www.fintechfestival.sg/agenda?session=AGND339-policy-implications-of-technology-rewiring
2026-11-19,"Thu, 19 Nov","Thu, 19 Nov | 10:30 AM - 10:50 AM","The Technological Rewiring: An age of experimentation, risk and new commercial models: Finance and Tech as engine growth",Festival Stage,"Hall 1, Singapore Expo",Premium,Technological Rewiring,,"Financial institutions are no longer rewarded simply for experimenting with AI, quantum computing and tokenisation. The advantage has shifted to whoever can scale these technologies enterprise-wide first. This discussion maps where genuine competitive advantage is forming across all three, and what governance, talent and infrastructure it takes to move from pilot to production. Attendees leave with a framework for judging which technology bets are worth committing capital and people to now, and a clear answer to the key question shaping this next phase: is the edge still about experimenting with AI, quantum and tokenisation, or about who scales them first.",金融機構已經不會單純因為「有在嘗試」AI、量子運算與代幣化而獲得回報，優勢已經轉向誰能率先把這些技術擴展到全企業。本場討論盤點這三者的真正競爭優勢正在何處成形，以及從試點走到量產需要什麼樣的治理、人才與基礎建設。與會者將帶走一套框架，用來判斷此刻哪些技術賭注值得投入資本與人力，並得到形塑下一階段的關鍵問題的明確答案：優勢還在於嘗試 AI、量子與代幣化，還是在於誰先把它們規模化。,https://www.fintechfestival.sg/agenda?session=AGND335-the-technological-rewiring-an-age-of-experimentation-risk-and-new-commercial-models-finance-and-tech-as-engine-growth
2026-11-19,"Thu, 19 Nov","Thu, 19 Nov | 10:50 AM - 11:20 AM",The Great Big Financial Systems Upgrade: Towards Agentic Infrastructure and Tech Risks,Festival Stage,"Hall 1, Singapore Expo",Premium,Technological Rewiring,,"Moving from legacy infrastructure to agentic systems touches core banking, payments and risk management all at once. The scale of that rebuild is itself becoming a source of systemic risk. This panel works through what a credible migration path looks like, including where legacy risk controls break down under autonomous decision-making. The audience leaves better equipped to sequence its own infrastructure upgrade without creating new points of failure along the way. One key question the panel will dive into: can a systems upgrade this large happen without the tech risk it is meant to manage becoming the bigger story.",從既有基礎建設轉向代理式系統，會同時牽動核心銀行、支付與風險管理，而這場重建工程的規模本身，正在變成系統性風險的來源之一。本場次梳理可信的遷移路徑長什麼樣子，包括既有的風險控制在自主決策之下會從哪裡失效。聽眾將更有能力安排自家基礎建設升級的先後次序，而不在過程中製造新的失效點。講者將深入探討的一個關鍵問題：這麼大規模的系統升級，有沒有可能不讓「它本來要管理的科技風險」反而成為更大的話題。,https://www.fintechfestival.sg/agenda?session=AGND340-the-great-big-financial-systems-upgrade-towards-agentic-infrastructure-and-tech-risks
2026-11-19,"Thu, 19 Nov","Thu, 19 Nov | 11:20 AM - 11:50 AM",Quantum Simulated Solutions: What's Next and How Do We Get There?,Festival Stage,"Hall 1, Singapore Expo",Premium,Technological Rewiring,,"The first genuine proof points for quantum computing in finance have started to appear in live trading and portfolio optimisation. This is happening even as fault-tolerant compute, talent and production-ready applications all remain scarce. This discussion separates where quantum is already creating measurable value from where enthusiasm is still running ahead of the hardware. It leaves the audience with a realistic sense of where to invest through the hype rather than around it. One key question the discussion will dive into: what does a credible hybrid quantum-classical roadmap actually look like for a bank today, and can it be trusted before fault-tolerant compute arrives.",量子運算在金融領域的首批真實佐證，已經開始出現在實盤交易與投組最佳化上——而這一切發生的同時，容錯運算能力、人才與可量產的應用卻依然稀缺。本場討論區分出量子已經創造可衡量價值的環節，以及熱情仍跑在硬體之前的部分，讓聽眾務實判斷該如何穿過炒作、而不是繞著炒作投資。討論將深入的一個關鍵問題：對今天的銀行而言，可信的混合量子—古典路線圖究竟長什麼樣子？在容錯運算問世之前，它可以被信任嗎？,https://www.fintechfestival.sg/agenda?session=AGND341-quantum-simulated-solutions-whats-next-and-how-do-we-get-there
2026-11-19,"Thu, 19 Nov","Thu, 19 Nov | 11:50 AM - 12:20 PM",Programmable Money: The Value of Money Becoming Software,Festival Stage,"Hall 1, Singapore Expo",Premium,Technological Rewiring,,"Stablecoins, tokenised deposits and programmable rails have matured from pilot to policy. Value can now move with its own conditions attached, built directly into the money itself. This marks a shift from finance as a system that records transactions after the fact to one where the rules are embedded upfront. This discussion explores what that means for trade, capital markets and public finance, beyond the payments use cases already getting attention. Audiences leave with a clearer view of who ends up writing the rules embedded in tomorrow's money. Most institutions are still building the framework to catch up with a fact that has already arrived: money is starting to carry its own conditions.",穩定幣、代幣化存款與可程式化支付軌道已經從試點走進政策。價值現在可以帶著自己的條件一起移動，而這些條件直接內建在錢裡面。這標誌著金融從「事後記錄交易的系統」，轉向「規則預先嵌入其中的系統」。本場討論探討這對貿易、資本市場與公共財政意味著什麼——超出目前已經受到關注的支付應用。聽眾將更清楚，最終是誰在書寫未來貨幣裡所嵌入的規則。多數機構仍在建立框架，追趕一個早已成真的事實：錢，開始帶著自己的條件了。,https://www.fintechfestival.sg/agenda?session=AGND342-programmable-money-the-value-of-money-becoming-software
2026-11-19,"Thu, 19 Nov","Thu, 19 Nov | 12:20 PM - 12:30 PM",Future of Money,Festival Stage,"Hall 1, Singapore Expo",Premium,Technological Rewiring,,"Recognition as money is no longer a settled question. Bank deposits, stablecoins and tokenised assets are all now competing to be treated as trusted, spendable money on institutional balance sheets. This closing discussion pulls together the threads on programmable money from across the festival into a single view of where the category is heading. It sends the audience away with a sharper sense of which form of money is likely to win institutional trust first. The unresolved question at the heart of it: when banks, regulators and businesses can choose between deposits, stablecoins and tokenised assets, which one actually becomes ""real money"" first.",什麼算是「錢」，已不再是個定論。銀行存款、穩定幣與代幣化資產，如今都在爭取被機構的資產負債表視為可信、可支付的貨幣。這場閉幕討論把整個活動中關於可程式化貨幣的線索收攏成單一視角，勾勒這個類別的走向，讓聽眾更清楚哪一種形態的貨幣可能率先贏得機構信任。核心的未解問題是：當銀行、監理機關與企業可以在存款、穩定幣與代幣化資產之間選擇時，哪一種會先成為真正的「錢」？,https://www.fintechfestival.sg/agenda?session=AGND343-future-of-money
2026-11-19,"Thu, 19 Nov","Thu, 19 Nov | 12:25 PM - 12:30 PM",Welcome to Catalyst Stage - Day 2,Catalyst Stage,"Hall 3, Singapore Expo",Open,Others,,Watch this space for more information.,更多資訊敬請期待。,https://www.fintechfestival.sg/agenda?session=AGND447-welcome-to-catalyst-stage-day-2
2026-11-19,"Thu, 19 Nov","Thu, 19 Nov | 12:25 PM - 12:30 PM",Welcome to Impact Stage - Day 2,Impact Stage,"Hall 3, Singapore Expo",Open,Others,,Watch this space for more information.,更多資訊敬請期待。,https://www.fintechfestival.sg/agenda?session=AGND450-welcome-to-impact-stage-day-2
2026-11-19,"Thu, 19 Nov","Thu, 19 Nov | 12:25 PM - 12:30 PM",Welcome to FutureMatters Stage - Day 2,FutureMatters Stage,"Hall 5, Singapore Expo",Premium,Others,,Watch this space for more information.,更多資訊敬請期待。,https://www.fintechfestival.sg/agenda?session=AGND453-welcome-to-futurematters-stage-day-2
2026-11-19,"Thu, 19 Nov","Thu, 19 Nov | 12:30 PM - 1:00 PM",Programmable Money: Turning Finance From a System That Records Transactions After the Fact Into One Where the Rules Are Embedded in the Money Itself,Catalyst Stage,"Hall 3, Singapore Expo",Open,Talent Rewiring,,"Stablecoins, tokenised deposits and programmable rails have moved from pilot to policy in 2026. Money itself can now carry instructions, conditions and compliance wherever it travels. This session traces what that shift means in practice for payments, capital markets and public finance, and the new skills institutions need to design and govern it. It also looks at how institutions are redesigning products, and teams, around value that enforces its own terms. The audience leaves with a working framework for where programmability creates genuine advantage and where it simply moves risk somewhere less visible. The underlying change is significant: rules that used to be enforced after the fact are now being written into the transaction before it ever happens, and by people whose roles look different than they did a year ago.",穩定幣、代幣化存款與可程式化支付軌道在 2026 年從試點走進政策。錢本身現在可以帶著指令、條件與法遵規則移動到任何地方。本場次追蹤這個轉變對支付、資本市場與公共財政的實際意義，以及機構需要哪些新技能來設計與治理它，同時檢視機構如何圍繞「會自我執行條款的價值」重新設計產品與團隊。聽眾將帶走一套可用的框架，判斷可程式化在哪裡創造真正的優勢，又在哪裡只是把風險搬到更不顯眼的地方。底層的變化相當重大：過去事後才執行的規則，如今在交易發生之前就被寫進去，而且動手寫的人，其角色與一年前已大不相同。,https://www.fintechfestival.sg/agenda?session=AGND360-programmable-money-turning-finance-from-a-system-that-records-transactions-after-the-fact-into-one-where-the-rules-are-embedded-in-the-money-itself
2026-11-19,"Thu, 19 Nov","Thu, 19 Nov | 12:30 PM - 1:00 PM","Agentic Infrastructure: 2027 Will Be the Year Agentic AI Touches Real Code, Real Money, Real Credit Decisions and Real Customers",FutureMatters Stage,"Hall 5, Singapore Expo",Premium,Technological Rewiring,,"Next year is set to be the point at which agentic AI starts touching real code, real money, real credit decisions and real customers. This is no longer confined to internal pilots. For CXOs, that changes the calculus: architecture and governance choices made now will shape competitive position for years. This opening session sets out why adoption, and the gap between leaders and laggards, are both accelerating at once. Attendees leave with a framing for the rest of the day's sessions on where the real risk and opportunity sit. One key question the discussion will dive into: how large a lead are the institutions getting agentic deployment right this year opening up over everyone still experimenting.",明年將是代理式 AI 開始觸及真實程式碼、真實資金、真實授信決策與真實客戶的轉折點，而這已經不再侷限於內部試點。對高階主管而言，這改變了整個算計：現在做下的架構與治理選擇，將形塑未來數年的競爭位置。這場開場說明為什麼採用速度、以及領先者與落後者之間的差距，正在同時加速。與會者將取得一個框架，用來理解當天後續場次所談的風險與機會究竟落在哪裡。討論將深入的一個關鍵問題：今年把代理式部署做對的機構，究竟拉開了多大的領先幅度？,https://www.fintechfestival.sg/agenda?session=AGND414-agentic-infrastructure-2027-will-be-the-year-agentic-ai-touches-real-code-real-money-real-credit-decisions-and-real-customers
2026-11-19,"Thu, 19 Nov","Thu, 19 Nov | 12:30 PM - 1:00 PM",Programmable Money: Who Writes the Code the Financial System Runs On?,Impact Stage,"Hall 3, Singapore Expo",Open,Policy Rewiring,,"Money is acquiring software-like properties. It can now carry instructions, conditions and compliance logic wherever it moves, turning currency from a passive record of value into an active piece of code. Different regions are answering the question of control differently: the US leaning on banks and platforms, China centralising it through the state, and Europe building it into regulation from the outset. This discussion asks who ultimately gets to write that code, and whether these approaches converge or pull further apart. The audience leaves with a clearer view of where control over programmable money is likely to concentrate, region by region. One key question the discussion will dive into: if money becomes programmable, who actually decides the code it runs on, banks, platforms, or the state.",貨幣正在取得類似軟體的性質——它現在可以帶著指令、條件與法遵邏輯移動到任何地方，讓通貨從被動的價值紀錄，變成一段主動運行的程式碼。不同地區對「誰來控制」給出了不同答案：美國倚重銀行與平台，中國透過國家集中掌控，歐洲則從一開始就寫進法規。本場討論探問最終由誰來書寫這段程式碼，以及這些路徑會匯流還是漸行漸遠。聽眾將更清楚可程式化貨幣的控制權，在各地區可能集中到哪裡。討論將深入的一個關鍵問題：如果錢變得可程式化，究竟誰來決定它運行的程式碼——銀行、平台，還是國家？,https://www.fintechfestival.sg/agenda?session=AGND387-programmable-money-who-writes-the-code-the-financial-system-runs-on
2026-11-19,"Thu, 19 Nov","Thu, 19 Nov | 1:00 PM - 1:30 PM",Tech Deep-Dive: Built to Bank: How Should FIs Rewire Their Organisations to Move Emerging Technologies From Experimentation to Enterprise-Wide Transformation?,FutureMatters Stage,"Hall 5, Singapore Expo",Premium,Technological Rewiring,,"Beneath the agentic headlines sits a technical layer that gets less attention: fine-tuning, retrieval-augmented generation, or small, sovereign, on-premise models built to keep sensitive data in-house. For CXOs, this is where the real build-versus-buy decision actually gets made. This deep-dive works through how financial institutions should rewire for that layer, moving domain AI from experimentation to enterprise-wide transformation without losing data sovereignty. Attendees leave with sharper criteria for evaluating their own technical roadmap. One key question the discussion will dive into: does the build-versus-buy decision on domain AI lock in years of technical debt or advantage, with little room to reverse it later.",代理式 AI 的熱門話題底下，有一層較少被注意的技術選擇：微調、檢索增強生成（RAG），或是為了把敏感資料留在自家而打造的小型、主權、地端模型。對高階主管來說，真正的自建或外購決定就是在這一層做成的。本場深度對談梳理金融機構該如何為這一層重新佈線，讓領域 AI 從實驗走向全企業轉型，同時不失去資料主權。與會者將帶走更銳利的判準，用來評估自家的技術路線圖。討論將深入的一個關鍵問題：領域 AI 的自建或外購決定，是不是會鎖定未來數年的技術債或技術優勢，而且日後幾乎沒有回頭的餘地？,https://www.fintechfestival.sg/agenda?session=AGND415-tech-deep-dive-built-to-bank-how-should-fis-rewire-their-organisations-to-move-emerging-technologies-from-experimentation-to-enterprise-wide-transformation
2026-11-19,"Thu, 19 Nov","Thu, 19 Nov | 1:00 PM - 1:30 PM",Stablecoins: From Fringe to Framework,Impact Stage,"Hall 3, Singapore Expo",Open,Policy Rewiring,,"Stablecoins have moved out of the regulatory grey zone and into a proper legal framework. That shift changes the question facing every institution, from whether to engage at all to exactly how. Regulators in different markets are setting the terms at different speeds, and institutions no longer have the luxury of waiting for global consensus before deciding. This discussion works through the practical choices on the table: issuing, distributing or custodying stablecoins directly, against the risk of simply watching deposits drift toward whichever option moves fastest. Participants leave with a sharper sense of where their own institution sits on that spectrum, and what waiting actually costs under the new rules. One key question the discussion will dive into: whether to issue, distribute or custody stablecoins themselves, or simply watch deposits migrate to them regardless.",穩定幣已經走出監理灰色地帶，進入正式的法律框架。這個轉變改變了每一家機構要面對的問題——從「要不要參與」變成「究竟要怎麼參與」。各市場的監理機關訂定規則的速度不一，機構已經沒有餘裕等全球共識形成後再決定。本場討論梳理檯面上的實際選項：自行發行、負責分銷或直接提供託管，對照「眼睜睜看著存款流向動作最快的那一方」的風險。與會者將更清楚自家機構落在這個光譜的哪個位置，以及在新規則之下，等待的實際代價是什麼。討論將深入的一個關鍵問題：該自己發行、分銷或託管穩定幣，還是無論如何都只能看著存款遷移過去？,https://www.fintechfestival.sg/agenda?session=AGND388-stablecoins-from-fringe-to-framework
2026-11-19,"Thu, 19 Nov","Thu, 19 Nov | 1:00 PM - 1:30 PM","Hiring for Programmable Money: Who's Building Teams in Stablecoins and Tokenization, and For What Roles?",Catalyst Stage,"Hall 3, Singapore Expo",Open,Talent Rewiring,,"Institutions are no longer asking whether to engage with stablecoins and tokenised assets, but how. That shift has created a hiring problem nobody fully priced in. This discussion maps which roles are actually being built inside banks, platforms and infrastructure providers to issue, distribute and custody programmable money. It also looks at where those skill sets are being sourced from. Attendees leave with a clearer picture of which roles are in genuine demand, and which ones are still being invented on the fly. One key question the discussion will dive into: is the talent to build programmable-money infrastructure even available at the scale institutions now need.",機構關心的已經不是要不要涉足穩定幣與代幣化資產，而是要怎麼做——而這個轉變製造出一個沒有人充分估算過的招募難題。本場討論盤點銀行、平台與基礎建設商為了發行、分銷與託管可程式化貨幣，實際上正在建立哪些職位，以及這些技能是從哪裡挖來的。與會者將更清楚哪些角色有真實需求，哪些又還在邊做邊定義。討論將深入的一個關鍵問題：要打造可程式化貨幣的基礎建設，機構現在需要的人才規模，市場上真的供應得了嗎？,https://www.fintechfestival.sg/agenda?session=AGND361-hiring-for-programmable-money-whos-building-teams-in-stablecoins-and-tokenization-and-for-what-roles
2026-11-19,"Thu, 19 Nov","Thu, 19 Nov | 1:30 PM - 2:00 PM",RWA & Tokenization: Do the Rules Follow The Asset or the Token?,Impact Stage,"Hall 3, Singapore Expo",Open,Policy Rewiring,,"Tokenised treasuries, funds and credit have grown fast enough that the wrapper technology is no longer the constraint. The open question is which set of rules actually travels with the asset once it is tokenised. Different jurisdictions are answering that question differently, and a token issued under one regime does not automatically carry the same protections when it moves across borders. This discussion works through where legal title, investor protections and jurisdictional rules sit once an asset exists as a token rather than a traditional instrument, and where that framework is still being written. The audience leaves with a clearer sense of the legal gaps that remain before tokenisation can scale past pilot volumes. One key question the discussion will dive into: as token wrappers move faster than the law, which rules actually travel with the asset once it changes hands.",代幣化的國庫券、基金與信貸成長夠快，快到包裝技術本身已不再是瓶頸；真正未解的問題是：資產一旦被代幣化，跟著它走的究竟是哪一套規則。不同司法管轄區的答案各異，而在某一法規之下發行的代幣，跨境之後並不會自動延續同樣的保障。本場討論梳理當資產以代幣、而非傳統工具的形式存在時，法律所有權、投資人保護與管轄規則各自落在哪裡，以及這套框架還有哪些部分仍在書寫中。聽眾將更清楚在代幣化能突破試點規模之前，還存在哪些法律缺口。討論將深入的一個關鍵問題：當代幣包裝的演進速度快過法律，資產易手之後，究竟哪一套規則跟著走？,https://www.fintechfestival.sg/agenda?session=AGND389-rwa-tokenization-do-the-rules-follow-the-asset-or-the-token
2026-11-19,"Thu, 19 Nov","Thu, 19 Nov | 1:30 PM - 2:00 PM",Building Compliance Into Code: The New Engineer-Regulator Hybrid Role,Catalyst Stage,"Hall 3, Singapore Expo",Open,Talent Rewiring,,"Compliance is starting to live inside code rather than around it. That shift is producing a role few institutions have a job description for yet. This discussion works through what compliance-as-code actually demands in practice. It needs engineers who understand regulatory intent, and regulators fluent enough in software to audit it. It also looks at who is currently closest to filling that gap. The audience leaves with a clearer sense of what to hire for and what to train internally instead. One key question the discussion will dive into: is compliance-as-code a job for engineers, for regulators, or for a role that does not exist yet.",法遵正開始住進程式碼裡面，而不是圍繞在它外面——這個轉變催生出一個少有機構寫得出職務說明的角色。本場討論梳理「法遵即程式碼」在實務上究竟要求什麼：它需要懂得監理意圖的工程師，也需要對軟體熟悉到足以稽核它的監理人員，同時檢視目前誰最接近填補這道缺口。聽眾將更清楚哪些該對外招募、哪些該在內部培養。討論將深入的一個關鍵問題：法遵即程式碼是工程師的工作、監理人員的工作，還是一個目前還不存在的角色的工作？,https://www.fintechfestival.sg/agenda?session=AGND362-building-compliance-into-code-the-new-engineer-regulator-hybrid-role
2026-11-19,"Thu, 19 Nov","Thu, 19 Nov | 1:30 PM - 2:00 PM","If AI Strips Out the Cost, Who Captures the Value? Shareholders, Customers, or the Vendors Selling the Agents?",FutureMatters Stage,"Hall 5, Singapore Expo",Premium,Technological Rewiring,,"Cost is already coming out of financial-services functions like fraud review and customer service through agentic AI. This is happening well ahead of any consensus on who should benefit from the savings. For CXOs, that raises a strategic question as much as a technical one: pricing, vendor contracts and competitive positioning all shift depending on where that value lands. This discussion works through the mechanics of that value transfer, and where shareholders, customers and vendors are positioned to capture it. The audience leaves with a framework for thinking about their own pricing and vendor strategy as the savings materialise. One key question the discussion will dive into: if AI strips out most of the cost in a function, who actually captures that value, shareholders, customers, or the vendors selling the agents.",透過代理式 AI，詐欺審查與客戶服務等金融服務職能的成本已經在下降——而這遠遠早於任何關於「誰該享有這些節省」的共識。對高階主管來說，這既是技術問題也是策略問題：定價、供應商合約與競爭定位，都會隨著價值落點不同而改變。本場討論梳理這場價值轉移的運作機制，以及股東、客戶與供應商各自處在什麼位置去攫取它。聽眾將帶走一套框架，在節省逐步實現的過程中思考自家的定價與供應商策略。討論將深入的一個關鍵問題：如果 AI 抽掉某個職能的大部分成本，這份價值究竟被誰拿走——股東、客戶，還是賣代理程式的供應商？,https://www.fintechfestival.sg/agenda?session=AGND417-if-ai-strips-out-the-cost-who-captures-the-value-shareholders-customers-or-the-vendors-selling-the-agents
