day,datetime,title,stage,location,event_type,track,speakers,description,description_zh,url
"Wed, 12 Nov","Wed, 12 Nov | 2:45 PM - 2:55 PM",Salim's Untold Founder Story,Founders Stage,"Hall 2, Singapore Expo",Premium,Empowering Entrepreneurship,Salim Dhanani,"Incredible Hand-Picked Founder Stories Packed With Untold Insights and Inspiration. Exceptional start-up founders take the ""yellow circle"" to open up about their personal struggles and challenges, so that these stories may be a source of learning, encouragement, and inspiration for other entrepreneurs.",精心挑選的創辦人故事，充滿從未公開的洞見與啟發。傑出的新創創辦人踏上「黃圈」，坦誠分享個人的掙扎與挑戰，讓這些故事成為其他創業者學習、鼓勵與啟發的來源。,https://www.fintechfestival.sg/agenda/agnd252-salims-untold-founder-story
"Wed, 12 Nov","Wed, 12 Nov | 3:00 PM - 3:15 PM",Unveiling 'It's About Tyme - Banking Beyond Borders',Founders Stage,"Hall 2, Singapore Expo",Premium,Empowering Entrepreneurship,Bruce Whitfield; Coen Jonker,"It’s About Tyme is more than a business case study - it’s a blueprint for rebuilding trust in an outdated financial system and demonstrates how an obsessive focus on purpose is the difference between success and capitulation. Come hear how Coen and the Tyme team survived multiple cliff-hanging moments to land every fintech's dream shareholder, Nubank, and capture 20m customers across its two markets.","It's About Tyme 不只是一個商業案例——它是一份重建舊有金融體系信任的藍圖，展示了對使命的高度專注如何成為成功與潰敗之間的關鍵差異。歡迎聆聽 Coen 與 Tyme 團隊如何在一次次危急時刻中堅持下來，最終獲得每位金融科技人夢寐以求的股東 Nubank 的青睞，並在兩個市場中累積 2,000 萬名客戶。",https://www.fintechfestival.sg/agenda/agnd250-unveiling-its-about-tyme-banking-beyond-borders
"Wed, 12 Nov","Wed, 12 Nov | 3:00 PM - 3:15 PM",Meet ALFIN - Your Intelligent Insights Engine for the Financial Industry,Side Programmes,GFTN Lounge (Hall 4),Open,Others,,"ALFIN is more than an AI intelligence engine, it's the central brain for financial intelligence. It’s the outcome of ten years of industry innovation, collective intelligence, and relentless refinement. Join us at this session to learn more about how ALFIN can help you turn ideas into intelligence.",ALFIN 不只是一個 AI 智慧引擎，它是金融智慧的核心大腦。它是十年產業創新、集體智慧與持續精進的成果結晶。歡迎參加本場次，深入了解 ALFIN 如何協助您將想法轉化為洞見。,https://www.fintechfestival.sg/agenda/agnd731-meet-alfin-your-intelligent-insights-engine-for-the-financial-industry
"Wed, 12 Nov","Wed, 12 Nov | 3:05 PM - 3:35 PM","IOSCO Fintech Task Force: The Current State of Play in Crypto-Assets, AI and Financial Asset Tokenisation",Impact Stage,"Hall 3, Singapore Expo",Open,Blueprint for Digital Assets,Lim Tuang Lee; Matthew Long; Merion Anggerek; Alp Eroglu,"The IOSCO Fintech Task Force (FTF) was established in 2022 to lead IOSCO’s work in developing, overseeing, delivering, and implementing IOSCO’s regulatory agenda with respect to Fintech.

In 2025, the FTF has been focused on supporting IOSCO’s thematic review assessing the implementation of selected IOSCO’s Policy Recommendations for Crypto-asset and Digital Asset (CDA) markets to address investor protection and market integrity risks in CDA markets, as well as monitoring developments in the financial markets relating to artificial intelligence and financial asset tokenization.

This panel will discuss key takeaways from the CDA Thematic Review, and the next steps to promote implementation of the CDA Policy Recommendations. It will also provide insights from IOSCO’s analysis on use-cases, risks and challenges associated with the use of artificial intelligence, IOSCO’s recently launched AI second phase work and observations on asset tokenization in capital markets. Finally, this panel will also briefly preview future frontiers for the FTF to explore.","IOSCO 金融科技任務小組（FTF）成立於 2022 年，負責主導 IOSCO 在金融科技領域的監管議程，包括制定、監督、執行與落實相關工作。

2025 年，FTF 的重點工作包括：支持 IOSCO 對部分加密資產與數位資產（CDA）市場政策建議落實情況的主題審查，以評估投資人保護與市場誠信風險；同時持續監察人工智慧及金融資產代幣化在金融市場的最新發展。

本場小組討論將分享 CDA 主題審查的重要結論，以及推動 CDA 政策建議落實的下一步行動。同時將提供 IOSCO 對人工智慧應用場景、風險與挑戰的分析洞見、IOSCO 近期啟動的 AI 第二階段工作，以及資本市場資產代幣化的觀察。最後，本場次亦將簡要預覽 FTF 未來的探索方向。",https://www.fintechfestival.sg/agenda/agnd137-iosco-fintech-task-force-the-current-state-of-play-in-crypto-assets-ai-and-financial-asset-tokenisation
"Wed, 12 Nov","Wed, 12 Nov | 3:10 PM - 3:45 PM",How Will Digital Banks Compete Over the Next Decade? New Propositions and Customer Segments,Frontier Stage,"Hall 6, Singapore Expo",Premium,Securing the Future,Bojan Obradovic; Emma Hagan; Jeff Parker; Kattiya Indaravijaya; Martin Blechta,"Digital banks are advancing their tech stacks to enhance agility and scale compliance effectively. Emerging technologies like AI, blockchain, and open banking are reshaping operations, enabling personalized services, secure transactions, and seamless integration with financial ecosystems.

Over the next decade, digital banks are poised to challenge and possibly surpass traditional banks in innovation, customer experience, and market presence, marking a significant evolution in the banking landscape.

This panel will explore the critical next steps in this journey, focusing on technological transformation, regulatory adaptation, and the future competitive dynamics between digital and traditional banks.","數位銀行正積極升級技術堆疊，以提升敏捷性並有效擴展合規能力。AI、區塊鏈與開放銀行等新興技術正在重塑營運模式，使個人化服務、安全交易以及與金融生態系的無縫整合成為可能。

未來十年，數位銀行有望在創新、客戶體驗與市場影響力上挑戰甚至超越傳統銀行，標誌著銀行業格局的重大演進。

本場小組討論將聚焦這段旅程的關鍵下一步，深入探討科技轉型、監管適應，以及數位銀行與傳統銀行之間未來的競爭態勢。",https://www.fintechfestival.sg/agenda/agnd122-how-will-digital-banks-compete-over-the-next-decade-new-propositions-and-customer-segments
"Wed, 12 Nov","Wed, 12 Nov | 3:10 PM - 3:45 PM",CBDCs: When and What’s Required to Move from Pilots to Public Money?,FutureMatters Stage,"Hall 5, Singapore Expo",Premium,Blueprint for Digital Assets,Chang Yong Rhee; Mark Staples; Philippe Laurensy; Wolfram Seidemann; Raadhika Sihin,"After years of pilots and policy debates, CBDCs are entering a second phase — where the question is no longer if they will exist, but how they can deliver real-world value increasingly moving towards digital money.

Around the world, central banks and market innovators have been developing under-the-radar CBDC use cases that solve immediate challenges in payments, treasury, and financial inclusion.

In this session, central bank and private sector leaders will discuss the role that wholesale and retail CBDCs will play in the digital money ecosystem, alongside stablecoins, tokenised deposits, and existing rails - from unlocking cross-border wholesale settlement to serving as secure and inclusive public money.","經歷多年試點與政策辯論，CBDC 正進入第二階段——問題已不再是它是否會出現，而是它如何能在數位貨幣加速普及的趨勢下創造真實世界的價值。

在全球各地，各國央行與市場創新者正在悄然推進各類 CBDC 應用場景，以解決支付、國庫管理與金融普及等領域的即時挑戰。

本場次將邀請央行與私部門領袖，共同探討批發型與零售型 CBDC 在數位貨幣生態系中的角色定位——在穩定幣、代幣化存款與現有支付軌道並存的格局下——從解鎖跨境批發結算，到作為安全且具包容性的公共貨幣。",https://www.fintechfestival.sg/agenda/agnd313-cbdcs-when-and-whats-required-to-move-from-pilots-to-public-money
"Wed, 12 Nov","Wed, 12 Nov | 3:15 PM - 4:00 PM",VCs & Founders Panel: AI-first or Profitability-first - Can Founders Really Chase Two Rabbits?,Founders Stage,"Hall 2, Singapore Expo",Premium,Empowering Entrepreneurship,Andrea Baronchelli; Bill Deng; Nobutake Suzuki; Prajit Nanu; Visa Kannan; Murakami Rei,"Why this discussion is critical now?
Founders are feeling a bit lost. Business models that were viable even 2 years ago are now being fundamentally challenged by AI. This creates a powerful ""Imposter Pressure,"" where founders feel compelled by VCs and clients to use the magic word 'AI' to stay relevant. This is compounded by the market's simultaneous, unyielding demand for near-term profitability, catching founders in a difficult strategic bind. Investing heavily in an 'AI-first' strategy can burn significant capital, while a 'profitability-first' approach might mean falling behind technologically. This session validates this dilemma and reframes the conversation toward finding a workable strategy.

What you'll walk away with:
A profound sense of validation that their deepest anxieties are shared and understood. They will leave with the language and mental frameworks to re-contextualise their pressures, moving from a feeling of being ""lost"" to being part of a generation of founders navigating a historic shift.","為何此刻這場討論至關重要？
創辦人正陷入迷失。即使是兩年前仍可行的商業模式，如今也正被 AI 從根本挑戰。這帶來強烈的「冒牌者壓力」——創辦人感到被 VC 和客戶逼迫，必須在話語中加入「AI」這個魔法詞彙，才能保持市場相關性。這一困境又因市場同步且毫不妥協地要求近期獲利而加劇，讓創辦人陷入艱難的策略兩難：重押「AI 優先」策略可能燒掉大量資本，而「獲利優先」則可能意味著在技術上落於人後。本場次正視這一兩難困境，並將對話引向尋找可行策略的方向。

您將帶走什麼：
深切的認同感——您最深層的焦慮是被理解和共鳴的。您將帶走語言與心智框架，重新詮釋自身的壓力，從「感到迷失」轉變為「作為一代創辦人，正在共同穿越一場歷史性的變革」的自我認知。",https://www.fintechfestival.sg/agenda/agnd251-vcs-founders-panel-ai-first-or-profitability-first-can-founders-really-chase-two-rabbits
"Wed, 12 Nov","Wed, 12 Nov | 3:15 PM - 4:30 PM","[Synergy Soup] Relationships as Capital: Leading With Candour, Care, and Connection",Side Programmes,Synergy Soup (Hall 5),Open,Others,Vanessa Chin,"Beyond resources and markets, relationships are the true currency of growth. Leaders in this session will discuss how candour, trust, and human connection sustain businesses, shape ecosystems, and influence long-term success.

Who Should Join?

Founders, Investors (GP & LP), Operators in Finance, Compliance, and Talent, Ecosystem Leaders

Join this table and connect with peers in this 60-min conversation led by Thought Catalyst, Vanessa Chin.

Browse all Synergy Soup discussion topics and register your interest here.","超越資源與市場，關係才是驅動成長的真正貨幣。本場次領袖將探討坦誠、信任與人際連結如何維繫企業、塑造生態系，並影響長期成功。

誰適合參加？

創辦人、投資人（GP 與 LP）、金融/合規/人才領域的運營者、生態系領袖

加入這張圓桌，與同儕共同參與由思想催化師 Vanessa Chin 主持的 60 分鐘深度對話。

瀏覽所有 Synergy Soup 討論主題並登記興趣。",https://www.fintechfestival.sg/agenda/agnd532-synergy-soup-relationships-as-capital-leading-with-candour-care-and-connection
"Wed, 12 Nov","Wed, 12 Nov | 3:15 PM - 4:30 PM",[Synergy Soup] Collaboration Is Key for Quantum Computing in Finance,Side Programmes,Synergy Soup (Hall 5),Open,Others,Lisa Schroeder,"Collaboration is key to unlocking the full potential of quantum and AI technologies. This session highlights how startups, investors, and institutions can co-create a global ecosystem that accelerates innovation while enhancing security and growth in the financial sector.

Who Should Join?

Startups, Banks and Insurance Companies

Join this table and connect with peers in this 60-min conversation led by Thought Catalyst, Lisa Schroeder.

Browse all Synergy Soup discussion topics and register your interest here.","協作是釋放量子與 AI 技術完整潛力的關鍵。本場次聚焦於新創公司、投資人與機構如何共同打造全球生態系，在加速創新的同時，強化金融業的安全性與成長動能。

適合參與者

新創公司、銀行及保險公司

加入本桌，與同業交流，共同參與由思想催化人 Lisa Schroeder 主持的 60 分鐘對話。

瀏覽所有 Synergy Soup 討論主題並於此登記興趣。",https://www.fintechfestival.sg/agenda/agnd530-synergy-soup-collaboration-is-key-for-quantum-computing-in-finance
"Wed, 12 Nov","Wed, 12 Nov | 3:15 PM - 4:30 PM",[Synergy Soup] The Unseen Architect of Strategy: How Chiefs of Staff Shape Outcomes,Side Programmes,Synergy Soup (Hall 5),Open,Others,Eelee Lua,"Chiefs of Staff play a pivotal role in turning vision into execution, often from behind the scenes. This conversation brings them to the forefront, creating space to share challenges, swap practical strategies, and explore how their influence shapes leadership outcomes and organisational impact.

Who Should Join?

Current Chiefs of Staff in FinTechs, Financial Institutions, Tech Companies

Join this table and connect with peers in this 60-min conversation led by Thought Catalyst, Eelee Lua.

Browse all Synergy Soup discussion topics and register your interest here.","幕僚長在將願景化為執行成果的過程中扮演關鍵角色，往往在幕後默默發揮影響力。本場對話將他們帶至核心舞台，創造空間讓與會者分享挑戰、交流實務策略，並探討他們的影響力如何形塑領導成效與組織影響力。

適合參與者

現任 FinTech、金融機構及科技公司的幕僚長

加入本桌，與同業交流，共同參與由思想催化人 Eelee Lua 主持的 60 分鐘對話。

瀏覽所有 Synergy Soup 討論主題並於此登記興趣。",https://www.fintechfestival.sg/agenda/agnd534-synergy-soup-the-unseen-architect-of-strategy-how-chiefs-of-staff-shape-outcomes
"Wed, 12 Nov","Wed, 12 Nov | 3:15 PM - 4:30 PM",[Synergy Soup] Payment Innovation Utilising AI – Agentic Payments for Institutional Business,Side Programmes,Synergy Soup (Hall 5),Open,Others,Daniel Lee,"Agentic payments—autonomous transactions executed by AI agents—are moving from consumer applications into institutional finance. This session explores use cases in B2B payments, cross-border remittances, and liquidity management, and considers the future roadmap for AI agents in payment systems.

Who Should Join?

Payment Services Providers, Banks and Financial Institutions Involved in the Payment Space

Join this table and connect with peers in this 60-min conversation led by Thought Catalyst, Daniel Lee.

Browse all Synergy Soup discussion topics and register your interest here.","代理式支付（Agentic Payments）——由 AI 代理自主執行的交易——正從消費端應用邁向機構金融領域。本場次探討其在企業對企業（B2B）支付、跨境匯款及流動性管理方面的應用場景，並展望 AI 代理在支付系統中的未來發展藍圖。

適合參與者

支付服務提供商、涉足支付領域的銀行及金融機構

加入本桌，與同業交流，共同參與由思想催化人 Daniel Lee 主持的 60 分鐘對話。

瀏覽所有 Synergy Soup 討論主題並於此登記興趣。",https://www.fintechfestival.sg/agenda/agnd531-synergy-soup-payment-innovation-utilising-ai-agentic-payments-for-institutional-business
"Wed, 12 Nov","Wed, 12 Nov | 3:15 PM - 4:30 PM",[Synergy Soup] The Future of AI in Banking,Side Programmes,Synergy Soup (Hall 5),Open,Others,Shenglin Ben,"Artificial intelligence is redefining how banks serve customers, manage risks, and design products. This session explores current applications, future potential, and the challenges of scaling AI responsibly across financial services.

Who Should Join?

Leaders, Scholars, Founders, and Experts in Compliance, Finance, Talent, and Operations

Join this table and connect with peers in this 60-min conversation led by Thought Catalyst, Prof. Ben Shenglin.

Browse all Synergy Soup discussion topics and register your interest here.","人工智慧正重新定義銀行服務客戶、管理風險及設計產品的方式。本場次探討 AI 目前的應用現況、未來潛力，以及在金融服務業負責任地規模化 AI 所面臨的挑戰。

適合參與者

合規、財務、人才及營運領域的領導者、學者、創辦人與專家

加入本桌，與同業交流，共同參與由思想催化人 Prof. Ben Shenglin 主持的 60 分鐘對話。

瀏覽所有 Synergy Soup 討論主題並於此登記興趣。",https://www.fintechfestival.sg/agenda/agnd533-synergy-soup-the-future-of-ai-in-banking
"Wed, 12 Nov","Wed, 12 Nov | 3:15 PM - 4:00 PM",Book Launch: 'It's About Tyme - Banking Beyond Borders',Side Programmes,GFTN Lounge (Hall 4),Open,Others,Coen Jonker; Rachel Freeman; Bruce Whitfield,"It’s About Tyme is more than a business case study - it’s a blueprint for rebuilding trust in an outdated financial system and demonstrates how an obsessive focus on purpose is the difference between success and capitulation. Come hear how Coen and the Tyme team survived multiple cliff-hanging moments to land every fintech's dream shareholder, Nubank, and capture 20m customers across its two markets.","It's About Tyme 不只是一個商業案例——它是一份重建舊有金融體系信任的藍圖，展示了對使命的高度專注如何成為成功與潰敗之間的關鍵差異。歡迎聆聽 Coen 與 Tyme 團隊如何在一次次危急時刻中堅持下來，最終獲得每位金融科技人夢寐以求的股東 Nubank 的青睞，並在兩個市場中累積 2,000 萬名客戶。",https://www.fintechfestival.sg/agenda/agnd597-book-launch-its-about-tyme-banking-beyond-borders
"Wed, 12 Nov","Wed, 12 Nov | 3:15 PM - 4:30 PM",[Synergy Soup] Digital Assets: Laying Out the Infrastructure to Build for Tomorrow,Side Programmes,Synergy Soup (Hall 5),Open,Others,Rajesh Sabari,"Custody isn't just infrastructure, it's the bedrock of institutional confidence in digital assets. This session unpacks how secure and compliant custody enables RWA tokenization, institutional adoption, and a new generation of financial products. We'll examine the infrastructure challenges that matter most, rethink trust and governance for blockchain systems, and explore how traditional finance and decentralized technologies are converging to reshape asset management. Throughout, we'll emphasize why security, transparency, and compliance aren't afterthoughts - they're the prerequisites for sustainable blockchain innovation.

Who Should Join?

Payment Services Providers, Banks and Financial Institutions

Join this table and connect with peers in this 60-min conversation led by Thought Catalyst, Rajesh Sabari.

Browse all Synergy Soup discussion topics and register your interest here.","託管不只是基礎設施，更是機構對數位資產建立信心的基石。本場次深入剖析安全合規的託管如何推動實體資產代幣化（RWA tokenization）、機構採用，以及新一代金融產品的誕生。我們將聚焦最關鍵的基礎設施挑戰，重新思考區塊鏈系統的信任與治理機制，並探討傳統金融與去中心化技術如何融合，進而重塑資產管理格局。全程我們將強調：安全性、透明度與合規性並非事後補救的措施，而是推動區塊鏈永續創新的先決條件。

適合參與者

支付服務提供商、銀行及金融機構

加入本桌，與同業交流，共同參與由思想催化人 Rajesh Sabari 主持的 60 分鐘對話。

瀏覽所有 Synergy Soup 討論主題並於此登記興趣。",https://www.fintechfestival.sg/agenda/agnd551-synergy-soup-digital-assets-laying-out-the-infrastructure-to-build-for-tomorrow
"Wed, 12 Nov","Wed, 12 Nov | 3:35 PM - 4:15 PM",Stocktake on Digital SGD: Towards a Common Settlement Asset,Impact Stage,"Hall 3, Singapore Expo",Open,Blueprint for Digital Assets,Lee Zhu Kuang; Lim Soon Chong; Steven Hu; Kenneth Gay,"Singapore's drive to modernise its financial infrastructure takes centre stage, with particular focus on the development of the Digital Singapore Dollar infrastructure. The panel examines how the Monetary Authority of Singapore's SGD Testnet is supporting the development of common settlement assets for tokenised assets.",新加坡推動金融基礎設施現代化的努力在此備受矚目，焦點尤其集中於數位新加坡元基礎設施的發展。本場次小組將探討新加坡金融管理局（MAS）的 SGD 測試網如何支持代幣化資產共同結算資產的開發進程。,https://www.fintechfestival.sg/agenda/agnd167-stocktake-on-digital-sgd-towards-a-common-settlement-asset
"Wed, 12 Nov","Wed, 12 Nov | 3:45 PM - 4:20 PM",Digital Wealth for an Inclusive Future: How and Which Technologies are Driving Transformation Across the Wealth Continuum,Frontier Stage,"Hall 6, Singapore Expo",Premium,Bridging the Financial Gap,Evy Wee; James Verner; Nicolas de Skowronski; Samuel Rhee; Nicole Sandler,"Wealth tech innovations such as AI-driven platforms, robo-advisors, micro-investing apps and data analytics are enabling broader access to financial advice and investment opportunities -- but how can policymakers, fintech startups, and banks ensure that wealthtech's benefits are distributed equitably, while remaining financially sustainable for service providers?

In this session, experts will discuss wealth tech’s potential to narrow persistent financial gaps, the unique challenges to inclusion, and actionable strategies for fostering sustainable and equitable financial ecosystems worldwide.","AI 驅動平台、機器人理財顧問、微型投資應用程式及數據分析等財富科技創新，正讓更廣泛的群體得以獲取財務建議與投資機會——但政策制定者、金融科技新創公司與銀行如何確保財富科技的效益能公平分配，同時對服務提供商保持財務上的永續性？

本場次中，專家將探討財富科技縮小長期金融落差的潛力、普惠金融面臨的獨特挑戰，以及促進全球永續且公平金融生態系的可行策略。",https://www.fintechfestival.sg/agenda/agnd171-digital-wealth-for-an-inclusive-future-how-and-which-technologies-are-driving-transformation-across-the-wealth-continuum
"Wed, 12 Nov","Wed, 12 Nov | 3:45 PM - 4:20 PM","Agentic Commerce: Solving for Trust, Transparency, and Commercial Models",FutureMatters Stage,"Hall 5, Singapore Expo",Premium,Next-Gen Transactions,Drew Olson; Gary Liu; Wendy Wang; Abhijeet Ramesh; Ned Lowe,"Payments, transaction banking, and financial flows are emerging as key frontiers where agentic AI will prove its worth. From intelligent fraud detection and real-time dispute resolution to autonomous merchant onboarding and liquidity optimization, these systems promise to move AI in finance beyond simple automation toward decision-making that learns, adapts, and acts in real time.

This session brings together leaders from banks, technology, and merchant services to explore how agentic AI is reshaping the transaction stack. What real-world use cases are emerging today? How can trust, transparency, and regulation keep pace with autonomous systems? And how will the business models of banks, merchants, and fintechs evolve when AI starts managing critical flows?","支付、交易銀行業務與金融流動正成為代理式 AI 展現價值的關鍵前沿。從智慧詐欺偵測、即時爭議處理，到自主商家入駐與流動性最佳化，這些系統有望推動金融 AI 超越簡單自動化，邁向能即時學習、適應與決策的境界。

本場次匯聚來自銀行、科技及商家服務領域的領導者，共同探討代理式 AI 如何重塑交易技術堆疊。當今有哪些真實落地的應用場景？信任、透明度與監管如何跟上自主系統的步伐？當 AI 開始管理關鍵金融流動時，銀行、商家與金融科技公司的商業模式將如何演變？",https://www.fintechfestival.sg/agenda/agnd364-agentic-commerce-solving-for-trust-transparency-and-commercial-models
"Wed, 12 Nov","Wed, 12 Nov | 4:00 PM - 4:10 PM",From Cupcakes to Global CEO,Founders Stage,"Hall 2, Singapore Expo",Premium,Empowering Entrepreneurship,David Hanna,"Incredible Hand-Picked Founder Stories Packed With Untold Insights and Inspiration. Exceptional start-up founders take the ""yellow circle"" to open up about their personal struggles and challenges, so that these stories may be a source of learning, encouragement, and inspiration for other entrepreneurs.",精心挑選的創辦人故事，滿載未曾揭露的洞見與激勵人心的力量。傑出的新創創辦人走上「黃色圓圈」，坦誠分享個人的掙扎與挑戰，讓這些故事成為其他創業者學習、鼓勵與啟發的來源。,https://www.fintechfestival.sg/agenda/agnd253-from-cupcakes-to-global-ceo
"Wed, 12 Nov","Wed, 12 Nov | 4:00 PM - 5:00 PM",GFTN Regional Networking & Market Insights Hour: Connecting FinTech Ecosystems Around the World - Middle East,Side Programmes,GFTN Lounge (Hall 4),Open,Others,George Lee; Manisha Tank,"This session brings together key players from the Middle East ecosystem including regulators, sponsors, exhibitors, and industry partners to explore opportunities and build meaningful connections.

Whether you're exploring market entry, developing strategic partnerships, or identifying investment opportunities, the GFTN Regional Networking Hour provides direct access to the right stakeholders in one collaborative space.

Register Here","本場次匯聚中東生態系的重要參與者，包括監管機構、贊助商、參展商及行業夥伴，共同探索商機並建立有意義的連結。

無論您正在評估市場進入策略、發展策略夥伴關係，還是尋找投資機會，GFTN 區域交流市場洞察時光都能在同一個協作空間中，讓您直接接觸到合適的利害關係人。

立即報名",https://www.fintechfestival.sg/agenda/agnd598-gftn-regional-networking-market-insights-hour-connecting-fintech-ecosystems-around-the-world-middle-east
"Wed, 12 Nov","Wed, 12 Nov | 4:10 PM - 4:20 PM",The Art of Doing What Doesn't Make Sense,Founders Stage,"Hall 2, Singapore Expo",Premium,Empowering Entrepreneurship,Aneirin Flynn; Foo Wui Ngiap,"Incredible Hand-Picked Founder Stories Packed With Untold Insights and Inspiration. Exceptional start-up founders take the ""yellow circle"" to open up about their personal struggles and challenges, so that these stories may be a source of learning, encouragement, and inspiration for other entrepreneurs.",精心挑選的創辦人故事，滿載未曾揭露的洞見與激勵人心的力量。傑出的新創創辦人走上「黃色圓圈」，坦誠分享個人的掙扎與挑戰，讓這些故事成為其他創業者學習、鼓勵與啟發的來源。,https://www.fintechfestival.sg/agenda/agnd254-the-art-of-doing-what-doesnt-make-sense
"Wed, 12 Nov","Wed, 12 Nov | 4:15 PM - 4:45 PM",Protecting Retail Investors: Combating Digital Financial Fraud in the Modern Era,Impact Stage,"Hall 3, Singapore Expo",Open,Next-Gen Transactions,Camille Beaudoin; Gerri Walsh; Lyndwill Clarke; Rebecca Chua; Ana Frasquilho,"In today's rapidly evolving financial landscape, digital technologies are transforming how retail investors interact with financial markets. While this digitalisation creates new opportunities, it also presents unprecedented challenges, particularly in the form of sophisticated online fraud, manipulative practices across platforms and social media, and AI-powered scams.

IOSCO stands at the forefront of addressing these challenges through multiple strategic initiatives, including:

This panel by the IOSCO Committee on Retail Investors (C8) brings together international regulatory experts to discuss practical solutions and preventive measures in combating digital financial fraud. Speakers will share insights from successful initiatives and explore emerging approaches to protect retail investors in an increasingly complex environment.","在當今瞬息萬變的金融環境中，數位技術正在改變散戶投資人與金融市場互動的方式。數位化在創造新機遇的同時，也帶來了前所未有的挑戰，尤其是複雜的網路詐欺、跨平台與社群媒體的操縱行為，以及 AI 驅動的詐騙手法。

IOSCO 透過多項策略性措施站在應對這些挑戰的最前線，包括：

本場次由 IOSCO 散戶投資人委員會（C8）主辦，匯聚國際監管專家，共同探討打擊數位金融詐欺的實務解決方案與預防措施。演講者將分享成功案例的洞見，並探索保護散戶投資人免受日益複雜環境侵害的新興方法。",https://www.fintechfestival.sg/agenda/agnd289-protecting-retail-investors-combating-digital-financial-fraud-in-the-modern-era
"Wed, 12 Nov","Wed, 12 Nov | 4:20 PM - 4:55 PM",Impact of Stablecoins: Managing Compliance and Financial Stability Risks,FutureMatters Stage,"Hall 5, Singapore Expo",Premium,Blueprint for Digital Assets,Chloé Mayenobe; David Katz; Sasha Mills; Kirit Bhatia; Chia Hock Lai,"2025 may well have been the year of stablecoins, which have increasingly shifted from the periphery of the financial system to the core of institutional finance.

With stablecoins set to become vital building blocks for global payments and settlement, as well as for linking the worlds of traditional and decentralised finance, this session will convene leaders from both traditional financial institutions and emerging players to explore:","2025 年或許已成為穩定幣之年——它們正日益從金融體系的邊陲移向機構金融的核心。

隨著穩定幣即將成為全球支付與結算的重要基礎建設，並連結傳統金融與去中心化金融的世界，本場次將匯聚傳統金融機構與新興業者的領導者，共同探討：",https://www.fintechfestival.sg/agenda/agnd114-impact-of-stablecoins-managing-compliance-and-financial-stability-risks
"Wed, 12 Nov","Wed, 12 Nov | 4:20 PM - 4:55 PM",The Convergence of TradFi and DeFi: What’s the Play and Where’s the Value?,Frontier Stage,"Hall 6, Singapore Expo",Premium,Blueprint for Digital Assets,Akshika Gupta; Rich Clow; Sophie Guibaud; Tom Duff Gordon; Ronit Ghose,"Traditional banks are venturing into crypto, tokenized assets, and blockchain payments, while DeFi platforms are pursuing banking licenses and regulatory legitimacy -- expanding access to new liquidity pools, blurring the lines between regulated and unregulated capital, and forcing both sides to rethink risk, compliance, and customer engagement.

This session brings together leaders from both worlds to explore how these ecosystems are merging, the business and regulatory challenges involved, and the emerging hybrid models that could define the next decade of finance.","傳統銀行正積極布局加密貨幣、代幣化資產與區塊鏈支付，而 DeFi 平台則尋求取得銀行牌照與監管合法性——這不僅拓展了進入新流動性池的管道、模糊了受監管與非受監管資本之間的界線，也迫使雙方重新審視風險、合規與客戶互動的方式。

本場次匯聚來自兩個世界的領導者，共同探討這些生態系如何融合、涉及的商業與監管挑戰，以及可能定義未來十年金融格局的新興混合模式。",https://www.fintechfestival.sg/agenda/agnd329-the-convergence-of-tradfi-and-defi-whats-the-play-and-wheres-the-value
"Wed, 12 Nov","Wed, 12 Nov | 4:20 PM - 4:30 PM",8 Things Startups NEED to Know,Founders Stage,"Hall 2, Singapore Expo",Premium,Empowering Entrepreneurship,Willix Halim,"Incredible Hand-Picked Founder Stories Packed With Untold Insights and Inspiration. Exceptional leaders take the ""yellow circle"" to open up about their personal struggles and challenges, so that these stories may be a source of learning, encouragement, and inspiration for other entrepreneurs.",精心挑選的創辦人故事，滿載未曾揭露的洞見與激勵人心的力量。傑出的領導者走上「黃色圓圈」，坦誠分享個人的掙扎與挑戰，讓這些故事成為其他創業者學習、鼓勵與啟發的來源。,https://www.fintechfestival.sg/agenda/agnd280-8-things-startups-need-to-know
